logger,site,dt,date,time,temp,pH
21776626,70.2,8/18/2023 23:36,8/18/2023,11:36:00 PM,20.44,7.408769905
21776626,70.2,8/18/2023 23:46,8/18/2023,11:46:00 PM,20.39,7.403245582
21776626,70.2,8/18/2023 23:56,8/18/2023,11:56:00 PM,20.34,7.398838358
21776626,70.2,8/19/2023 0:06,8/19/2023,12:06:00 AM,20.29,7.396108387
21776626,70.2,8/19/2023 0:16,8/19/2023,12:16:00 AM,20.25,7.392244756
21776626,70.2,8/19/2023 0:26,8/19/2023,12:26:00 AM,20.2,7.387833553
21776626,70.2,8/19/2023 0:36,8/19/2023,12:36:00 AM,20.15,7.384260625
21776626,70.2,8/19/2023 0:46,8/19/2023,12:46:00 AM,20.1,7.382646296
21776626,70.2,8/19/2023 0:56,8/19/2023,12:56:00 AM,20.08,7.378752491
21776626,70.2,8/19/2023 1:06,8/19/2023,1:06:00 AM,20.03,7.376576756
21776626,70.2,8/19/2023 1:16,8/19/2023,1:16:00 AM,19.98,7.374960456
21776626,70.2,8/19/2023 1:26,8/19/2023,1:26:00 AM,19.96,7.369944101
21776626,70.2,8/19/2023 1:36,8/19/2023,1:36:00 AM,19.91,7.370287372
21776626,70.2,8/19/2023 1:46,8/19/2023,1:46:00 AM,19.89,7.368631595
21776626,70.2,8/19/2023 1:56,8/19/2023,1:56:00 AM,19.84,7.366732945
21776626,70.2,8/19/2023 2:06,8/19/2023,2:06:00 AM,19.82,7.366197496
21776626,70.2,8/19/2023 2:16,8/19/2023,2:16:00 AM,19.79,7.363152025
21776626,70.2,8/19/2023 2:26,8/19/2023,2:26:00 AM,19.75,7.360959149
21776626,70.2,8/19/2023 2:36,8/19/2023,2:36:00 AM,19.72,7.361276459
21776626,70.2,8/19/2023 2:46,8/19/2023,2:46:00 AM,19.7,7.360460062
21776626,70.2,8/19/2023 2:56,8/19/2023,2:56:00 AM,19.67,7.35769314
21776626,70.2,8/19/2023 3:06,8/19/2023,3:06:00 AM,19.65,7.356876359
21776626,70.2,8/19/2023 3:16,8/19/2023,3:16:00 AM,19.6,7.355254596
21776626,70.2,8/19/2023 3:26,8/19/2023,3:26:00 AM,19.58,7.353876511
21776626,70.2,8/19/2023 3:36,8/19/2023,3:36:00 AM,19.56,7.354742161
21776626,70.2,8/19/2023 3:46,8/19/2023,3:46:00 AM,19.53,7.35141229
21776626,70.2,8/19/2023 3:56,8/19/2023,3:56:00 AM,19.51,7.351997381
21776626,70.2,8/19/2023 4:06,8/19/2023,4:06:00 AM,19.48,7.350911198
21776626,70.2,8/19/2023 4:16,8/19/2023,4:16:00 AM,19.46,7.350654595
21776626,70.2,8/19/2023 4:26,8/19/2023,4:26:00 AM,19.44,7.351239774
21776626,70.2,8/19/2023 4:36,8/19/2023,4:36:00 AM,19.41,7.348188813
21776626,70.2,8/19/2023 4:46,8/19/2023,4:46:00 AM,19.37,7.348236424
21776626,70.2,8/19/2023 4:56,8/19/2023,4:56:00 AM,19.34,7.348552842
21776626,70.2,8/19/2023 5:06,8/19/2023,5:06:00 AM,19.32,7.346330911
21776626,70.2,8/19/2023 5:16,8/19/2023,5:16:00 AM,19.29,7.349454682
21776626,70.2,8/19/2023 5:26,8/19/2023,5:26:00 AM,19.27,7.344705515
21776626,70.2,8/19/2023 5:36,8/19/2023,5:36:00 AM,19.25,7.346413819
21776626,70.2,8/19/2023 5:46,8/19/2023,5:46:00 AM,19.22,7.345606914
21776626,70.2,8/19/2023 5:56,8/19/2023,5:56:00 AM,19.2,7.343383869
21776626,70.2,8/19/2023 6:06,8/19/2023,6:06:00 AM,19.17,7.34650862
21776626,70.2,8/19/2023 6:16,8/19/2023,6:16:00 AM,19.15,7.345689677
21776626,70.2,8/19/2023 6:26,8/19/2023,6:26:00 AM,19.13,7.347679652
21776626,70.2,8/19/2023 6:36,8/19/2023,6:36:00 AM,19.1,7.348839069
21776626,70.2,8/19/2023 6:46,8/19/2023,6:46:00 AM,19.08,7.352796259
21776626,70.2,8/19/2023 6:56,8/19/2023,6:56:00 AM,19.06,7.359282724
21776626,70.2,8/19/2023 7:06,8/19/2023,7:06:00 AM,19.03,7.366344594
21776626,70.2,8/19/2023 7:16,8/19/2023,7:16:00 AM,19.01,7.375081245
21776626,70.2,8/19/2023 7:26,8/19/2023,7:26:00 AM,19.01,7.387727077
21776626,70.2,8/19/2023 7:36,8/19/2023,7:36:00 AM,18.98,7.399851929
21776626,70.2,8/19/2023 7:46,8/19/2023,7:46:00 AM,18.98,7.414185343
21776626,70.2,8/19/2023 7:56,8/19/2023,7:56:00 AM,18.96,7.434169428
21776626,70.2,8/19/2023 8:06,8/19/2023,8:06:00 AM,18.96,7.454406223
21776626,70.2,8/19/2023 8:16,8/19/2023,8:16:00 AM,18.96,7.478015816
21776626,70.2,8/19/2023 8:26,8/19/2023,8:26:00 AM,18.96,7.506684609
21776626,70.2,8/19/2023 8:36,8/19/2023,8:36:00 AM,18.98,7.537003034
21776626,70.2,8/19/2023 8:46,8/19/2023,8:46:00 AM,18.98,7.567637195
21776626,70.2,8/19/2023 8:56,8/19/2023,8:56:00 AM,19.01,7.602144184
21776626,70.2,8/19/2023 9:06,8/19/2023,9:06:00 AM,19.03,7.642566861
21776626,70.2,8/19/2023 9:16,8/19/2023,9:16:00 AM,19.08,7.682913892
21776626,70.2,8/19/2023 9:26,8/19/2023,9:26:00 AM,19.1,7.728939999
21776626,70.2,8/19/2023 9:36,8/19/2023,9:36:00 AM,19.15,7.783587673
21776626,70.2,8/19/2023 9:46,8/19/2023,9:46:00 AM,19.17,7.831842788
21776626,70.2,8/19/2023 9:56,8/19/2023,9:56:00 AM,19.22,7.883651615
21776626,70.2,8/19/2023 10:06,8/19/2023,10:06:00 AM,19.27,7.934600419
21776626,70.2,8/19/2023 10:16,8/19/2023,10:16:00 AM,19.32,7.992269098
21776626,70.2,8/19/2023 10:26,8/19/2023,10:26:00 AM,19.39,8.052652822
21776626,70.2,8/19/2023 10:36,8/19/2023,10:36:00 AM,19.44,8.11953766
21776626,70.2,8/19/2023 10:46,8/19/2023,10:46:00 AM,19.53,8.185676467
21776626,70.2,8/19/2023 10:56,8/19/2023,10:56:00 AM,19.6,8.260554144
21776626,70.2,8/19/2023 11:06,8/19/2023,11:06:00 AM,19.7,8.329652099
21776626,70.2,8/19/2023 11:16,8/19/2023,11:16:00 AM,19.77,8.400527865
21776626,70.2,8/19/2023 11:26,8/19/2023,11:26:00 AM,19.86,8.464544458
21776626,70.2,8/19/2023 11:36,8/19/2023,11:36:00 AM,19.96,8.532391099
21776626,70.2,8/19/2023 11:46,8/19/2023,11:46:00 AM,20.08,8.601202298
21776626,70.2,8/19/2023 11:56,8/19/2023,11:56:00 AM,20.17,8.664249943
21776626,70.2,8/19/2023 12:06,8/19/2023,12:06:00 PM,20.29,8.722325854
21776626,70.2,8/19/2023 12:16,8/19/2023,12:16:00 PM,20.41,8.769446832
21776626,70.2,8/19/2023 12:26,8/19/2023,12:26:00 PM,20.51,8.816653015
21776626,70.2,8/19/2023 12:36,8/19/2023,12:36:00 PM,20.63,8.86062602
21776626,70.2,8/19/2023 12:46,8/19/2023,12:46:00 PM,20.75,8.901769569
21776626,70.2,8/19/2023 12:56,8/19/2023,12:56:00 PM,20.86,8.939873863
21776626,70.2,8/19/2023 13:06,8/19/2023,1:06:00 PM,20.98,8.973137091
21776626,70.2,8/19/2023 13:16,8/19/2023,1:16:00 PM,21.13,9.007005643
21776626,70.2,8/19/2023 13:26,8/19/2023,1:26:00 PM,21.22,9.037629832
21776626,70.2,8/19/2023 13:36,8/19/2023,1:36:00 PM,21.34,9.063563893
21776626,70.2,8/19/2023 13:46,8/19/2023,1:46:00 PM,21.41,9.089552764
21776626,70.2,8/19/2023 13:56,8/19/2023,1:56:00 PM,21.51,9.110577124
21776626,70.2,8/19/2023 14:06,8/19/2023,2:06:00 PM,21.58,9.127904228
21776626,70.2,8/19/2023 14:16,8/19/2023,2:16:00 PM,21.7,9.150985339
21776626,70.2,8/19/2023 14:26,8/19/2023,2:26:00 PM,21.77,9.169126856
21776626,70.2,8/19/2023 14:36,8/19/2023,2:36:00 PM,21.82,9.18156289
21776626,70.2,8/19/2023 14:46,8/19/2023,2:46:00 PM,21.89,9.195793918
21776626,70.2,8/19/2023 14:56,8/19/2023,2:56:00 PM,21.96,9.205010425
21776626,70.2,8/19/2023 15:06,8/19/2023,3:06:00 PM,22.01,9.216876052
21776626,70.2,8/19/2023 15:16,8/19/2023,3:16:00 PM,22.03,9.223957582
21776626,70.2,8/19/2023 15:26,8/19/2023,3:26:00 PM,22.08,9.233870512
21776626,70.2,8/19/2023 15:36,8/19/2023,3:36:00 PM,22.11,9.238926841
21776626,70.2,8/19/2023 15:46,8/19/2023,3:46:00 PM,22.13,9.24183374
21776626,70.2,8/19/2023 15:56,8/19/2023,3:56:00 PM,22.13,9.242111789
21776626,70.2,8/19/2023 16:06,8/19/2023,4:06:00 PM,22.11,9.245878544
21776626,70.2,8/19/2023 16:16,8/19/2023,4:16:00 PM,22.11,9.241707522
21776626,70.2,8/19/2023 16:26,8/19/2023,4:26:00 PM,22.11,9.241429454
21776626,70.2,8/19/2023 16:36,8/19/2023,4:36:00 PM,22.08,9.23859815
21776626,70.2,8/19/2023 16:46,8/19/2023,4:46:00 PM,22.06,9.230684466
21776626,70.2,8/19/2023 16:56,8/19/2023,4:56:00 PM,22.06,9.225956507
21776626,70.2,8/19/2023 17:06,8/19/2023,5:06:00 PM,22.03,9.217282139
21776626,70.2,8/19/2023 17:16,8/19/2023,5:16:00 PM,21.99,9.20701175
21776626,70.2,8/19/2023 17:26,8/19/2023,5:26:00 PM,21.96,9.191934581
21776626,70.2,8/19/2023 17:36,8/19/2023,5:36:00 PM,21.94,9.180119319
21776626,70.2,8/19/2023 17:46,8/19/2023,5:46:00 PM,21.91,9.161697782
21776626,70.2,8/19/2023 17:56,8/19/2023,5:56:00 PM,21.89,9.136799522
21776626,70.2,8/19/2023 18:06,8/19/2023,6:06:00 PM,21.84,9.112390979
21776626,70.2,8/19/2023 18:16,8/19/2023,6:16:00 PM,21.82,9.082751662
21776626,70.2,8/19/2023 18:26,8/19/2023,6:26:00 PM,21.77,9.053873944
21776626,70.2,8/19/2023 18:36,8/19/2023,6:36:00 PM,21.75,9.018098657
21776626,70.2,8/19/2023 18:46,8/19/2023,6:46:00 PM,21.7,8.973052744
21776626,70.2,8/19/2023 18:56,8/19/2023,6:56:00 PM,21.65,8.92659904
21776626,70.2,8/19/2023 19:06,8/19/2023,7:06:00 PM,21.63,8.867683322
21776626,70.2,8/19/2023 19:16,8/19/2023,7:16:00 PM,21.6,8.803528538
21776626,70.2,8/19/2023 19:26,8/19/2023,7:26:00 PM,21.56,8.728833403
21776626,70.2,8/19/2023 19:36,8/19/2023,7:36:00 PM,21.51,8.632719283
21776626,70.2,8/19/2023 19:46,8/19/2023,7:46:00 PM,21.49,8.523876697
21776626,70.2,8/19/2023 19:56,8/19/2023,7:56:00 PM,21.44,8.407917216
21776626,70.2,8/19/2023 20:06,8/19/2023,8:06:00 PM,21.39,8.276587237
21776626,70.2,8/19/2023 20:16,8/19/2023,8:16:00 PM,21.34,8.146327844
21776626,70.2,8/19/2023 20:26,8/19/2023,8:26:00 PM,21.32,8.028188526
21776626,70.2,8/19/2023 20:36,8/19/2023,8:36:00 PM,21.27,7.922674649
21776626,70.2,8/19/2023 20:46,8/19/2023,8:46:00 PM,21.22,7.834696184
21776626,70.2,8/19/2023 20:56,8/19/2023,8:56:00 PM,21.15,7.765429903
21776626,70.2,8/19/2023 21:06,8/19/2023,9:06:00 PM,21.1,7.708918388
21776626,70.2,8/19/2023 21:16,8/19/2023,9:16:00 PM,21.06,7.656272338
21776626,70.2,8/19/2023 21:26,8/19/2023,9:26:00 PM,21.01,7.617587886
21776626,70.2,8/19/2023 21:36,8/19/2023,9:36:00 PM,20.96,7.582240145
21776626,70.2,8/19/2023 21:46,8/19/2023,9:46:00 PM,20.89,7.556411122
21776626,70.2,8/19/2023 21:56,8/19/2023,9:56:00 PM,20.84,7.530812975
21776626,70.2,8/19/2023 22:06,8/19/2023,10:06:00 PM,20.79,7.507440654
21776626,70.2,8/19/2023 22:16,8/19/2023,10:16:00 PM,20.75,7.492983265
21776626,70.2,8/19/2023 22:26,8/19/2023,10:26:00 PM,20.7,7.477700016
21776626,70.2,8/19/2023 22:36,8/19/2023,10:36:00 PM,20.63,7.460766232
21776626,70.2,8/19/2023 22:46,8/19/2023,10:46:00 PM,20.58,7.452459169
21776626,70.2,8/19/2023 22:56,8/19/2023,10:56:00 PM,20.53,7.440514944
21776626,70.2,8/19/2023 23:06,8/19/2023,11:06:00 PM,20.48,7.431083156
21776626,70.2,8/19/2023 23:16,8/19/2023,11:16:00 PM,20.44,7.422752394
21776626,70.2,8/19/2023 23:26,8/19/2023,11:26:00 PM,20.39,7.413874084
21776626,70.2,8/19/2023 23:36,8/19/2023,11:36:00 PM,20.34,7.409188924
21776626,70.2,8/19/2023 23:46,8/19/2023,11:46:00 PM,20.32,7.402222707
21776626,70.2,8/19/2023 23:56,8/19/2023,11:56:00 PM,20.27,7.396695009
21776626,70.2,8/20/2023 0:06,8/20/2023,12:06:00 AM,20.22,7.389206411
21776626,70.2,8/20/2023 0:16,8/20/2023,12:16:00 AM,20.17,7.387593311
21776626,70.2,8/20/2023 0:26,8/20/2023,12:26:00 AM,20.15,7.382021215
21776626,70.2,8/20/2023 0:36,8/20/2023,12:36:00 AM,20.1,7.378166712
21776626,70.2,8/20/2023 0:46,8/20/2023,12:46:00 AM,20.08,7.376512546
21776626,70.2,8/20/2023 0:56,8/20/2023,12:56:00 AM,20.03,7.372936225
21776626,70.2,8/20/2023 1:06,8/20/2023,1:06:00 AM,20.01,7.371561367
21776626,70.2,8/20/2023 1:16,8/20/2023,1:16:00 AM,19.98,7.371319304
21776626,70.2,8/20/2023 1:26,8/20/2023,1:26:00 AM,19.94,7.368008457
21776626,70.2,8/20/2023 1:36,8/20/2023,1:36:00 AM,19.91,7.366925506
21776626,70.2,8/20/2023 1:46,8/20/2023,1:46:00 AM,19.86,7.36474649
21776626,70.2,8/20/2023 1:56,8/20/2023,1:56:00 AM,19.84,7.362809831
21776626,70.2,8/20/2023 2:06,8/20/2023,2:06:00 AM,19.82,7.360872907
21776626,70.2,8/20/2023 2:16,8/20/2023,2:16:00 AM,19.77,7.359813346
21776626,70.2,8/20/2023 2:26,8/20/2023,2:26:00 AM,19.75,7.357875755
21776626,70.2,8/20/2023 2:36,8/20/2023,2:36:00 AM,19.72,7.357071401
21776626,70.2,8/20/2023 2:46,8/20/2023,2:46:00 AM,19.67,7.356571599
21776626,70.2,8/20/2023 2:56,8/20/2023,2:56:00 AM,19.65,7.35631555
21776626,70.2,8/20/2023 3:06,8/20/2023,3:06:00 AM,19.63,7.355498619
21776626,70.2,8/20/2023 3:16,8/20/2023,3:16:00 AM,19.58,7.354998396
21776626,70.2,8/20/2023 3:26,8/20/2023,3:26:00 AM,19.56,7.352498237
21776626,70.2,8/20/2023 3:36,8/20/2023,3:36:00 AM,19.53,7.353656444
21776626,70.2,8/20/2023 3:46,8/20/2023,3:46:00 AM,19.51,7.352558458
21776626,70.2,8/20/2023 3:56,8/20/2023,3:56:00 AM,19.48,7.350350063
21776626,70.2,8/20/2023 4:06,8/20/2023,4:06:00 AM,19.44,7.34899493
21776626,70.2,8/20/2023 4:16,8/20/2023,4:16:00 AM,19.41,7.347066276
21776626,70.2,8/20/2023 4:26,8/20/2023,4:26:00 AM,19.39,7.347090003
21776626,70.2,8/20/2023 4:36,8/20/2023,4:36:00 AM,19.37,7.347113733
21776626,70.2,8/20/2023 4:46,8/20/2023,4:46:00 AM,19.34,7.345465126
21776626,70.2,8/20/2023 4:56,8/20/2023,4:56:00 AM,19.32,7.345488749
21776626,70.2,8/20/2023 5:06,8/20/2023,5:06:00 AM,19.29,7.346085689
21776626,70.2,8/20/2023 5:16,8/20/2023,5:16:00 AM,19.27,7.346670896
21776626,70.2,8/20/2023 5:26,8/20/2023,5:26:00 AM,19.25,7.344729092
21776626,70.2,8/20/2023 5:36,8/20/2023,5:36:00 AM,19.22,7.345326097
21776626,70.2,8/20/2023 5:46,8/20/2023,5:46:00 AM,19.2,7.343103033
21776626,70.2,8/20/2023 5:56,8/20/2023,5:56:00 AM,19.17,7.346789485
21776626,70.2,8/20/2023 6:06,8/20/2023,6:06:00 AM,19.15,7.344566141
21776626,70.2,8/20/2023 6:16,8/20/2023,6:16:00 AM,19.13,7.344589718
21776626,70.2,8/20/2023 6:26,8/20/2023,6:26:00 AM,19.13,7.344589718
21776626,70.2,8/20/2023 6:36,8/20/2023,6:36:00 AM,19.1,7.348558137
21776626,70.2,8/20/2023 6:46,8/20/2023,6:46:00 AM,19.08,7.350548649
21776626,70.2,8/20/2023 6:56,8/20/2023,6:56:00 AM,19.06,7.360406606
21776626,70.2,8/20/2023 7:06,8/20/2023,7:06:00 AM,19.03,7.366344594
21776626,70.2,8/20/2023 7:16,8/20/2023,7:16:00 AM,19.03,7.375898569
21776626,70.2,8/20/2023 7:26,8/20/2023,7:26:00 AM,19.01,7.388570132
21776626,70.2,8/20/2023 7:36,8/20/2023,7:36:00 AM,18.98,7.404067639
21776626,70.2,8/20/2023 7:46,8/20/2023,7:46:00 AM,18.98,7.423178859
21776626,70.2,8/20/2023 7:56,8/20/2023,7:56:00 AM,18.98,7.439198557
21776626,70.2,8/20/2023 8:06,8/20/2023,8:06:00 AM,18.98,7.460558156
21776626,70.2,8/20/2023 8:16,8/20/2023,8:16:00 AM,18.98,7.483885086
21776626,70.2,8/20/2023 8:26,8/20/2023,8:26:00 AM,18.98,7.506368873
21776626,70.2,8/20/2023 8:36,8/20/2023,8:36:00 AM,18.98,7.53644094
21776626,70.2,8/20/2023 8:46,8/20/2023,8:46:00 AM,19.01,7.567297892
21776626,70.2,8/20/2023 8:56,8/20/2023,8:56:00 AM,19.03,7.603788964
21776626,70.2,8/20/2023 9:06,8/20/2023,9:06:00 AM,19.06,7.638005367
21776626,70.2,8/20/2023 9:16,8/20/2023,9:16:00 AM,19.08,7.678137722
21776626,70.2,8/20/2023 9:26,8/20/2023,9:26:00 AM,19.1,7.714893402
21776626,70.2,8/20/2023 9:36,8/20/2023,9:36:00 AM,19.15,7.762521381
21776626,70.2,8/20/2023 9:46,8/20/2023,9:46:00 AM,19.2,7.814064771
21776626,70.2,8/20/2023 9:56,8/20/2023,9:56:00 AM,19.25,7.870644715
21776626,70.2,8/20/2023 10:06,8/20/2023,10:06:00 AM,19.29,7.93144826
21776626,70.2,8/20/2023 10:16,8/20/2023,10:16:00 AM,19.37,8.000800349
21776626,70.2,8/20/2023 10:26,8/20/2023,10:26:00 AM,19.44,8.065942007
21776626,70.2,8/20/2023 10:36,8/20/2023,10:36:00 AM,19.51,8.144237809
21776626,70.2,8/20/2023 10:46,8/20/2023,10:46:00 AM,19.58,8.219410982
21776626,70.2,8/20/2023 10:56,8/20/2023,10:56:00 AM,19.65,8.300717106
21776626,70.2,8/20/2023 11:06,8/20/2023,11:06:00 AM,19.75,8.38212313
21776626,70.2,8/20/2023 11:16,8/20/2023,11:16:00 AM,19.84,8.461001535
21776626,70.2,8/20/2023 11:26,8/20/2023,11:26:00 AM,19.91,8.534893781
21776626,70.2,8/20/2023 11:36,8/20/2023,11:36:00 AM,20.01,8.598223896
21776626,70.2,8/20/2023 11:46,8/20/2023,11:46:00 AM,20.13,8.666716483
21776626,70.2,8/20/2023 11:56,8/20/2023,11:56:00 AM,20.22,8.721337501
21776626,70.2,8/20/2023 12:06,8/20/2023,12:06:00 PM,20.32,8.778662146
21776626,70.2,8/20/2023 12:16,8/20/2023,12:16:00 PM,20.44,8.824916334
21776626,70.2,8/20/2023 12:26,8/20/2023,12:26:00 PM,20.53,8.87132386
21776626,70.2,8/20/2023 12:36,8/20/2023,12:36:00 PM,20.67,8.916258901
21776626,70.2,8/20/2023 12:46,8/20/2023,12:46:00 PM,20.79,8.954301656
21776626,70.2,8/20/2023 12:56,8/20/2023,12:56:00 PM,20.89,8.984351439
21776626,70.2,8/20/2023 13:06,8/20/2023,1:06:00 PM,20.98,9.016682365
21776626,70.2,8/20/2023 13:16,8/20/2023,1:16:00 PM,21.13,9.044390851
21776626,70.2,8/20/2023 13:26,8/20/2023,1:26:00 PM,21.25,9.073955529
21776626,70.2,8/20/2023 13:36,8/20/2023,1:36:00 PM,21.37,9.103774883
21776626,70.2,8/20/2023 13:46,8/20/2023,1:46:00 PM,21.46,9.134623246
21776626,70.2,8/20/2023 13:56,8/20/2023,1:56:00 PM,21.53,9.148046963
21776626,70.2,8/20/2023 14:06,8/20/2023,2:06:00 PM,21.53,9.150275886
21776626,70.2,8/20/2023 14:16,8/20/2023,2:16:00 PM,21.56,9.149778419
